title,overview,genre_ids,genre_names
California Dreaming,"Young T.T. comes from Chicago to spend the summer in California. He slowly becomes ""California-ized,"" while learning about love and life in the Golden State.","35,18,10749","Comedy,Drama,Romance"
A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.","10751,14,35,12,28","Family,Fantasy,Comedy,Adventure,Action"
The Grinch,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,"10751,35,16","Family,Comedy,Animation"
Harry Batt,"DI Harry Batt is called upon to stop a spate of illegal sofa bouncing, and cope with sweeping changes to the police force.","35,10751","Comedy,Family"
Shahenshah,"Inspector Srivastav is framed by a wily and cunning gangster, J.K., and unable to prove his innocence, hangs himself, leaving behind his wife, and son, Vijay. Years later, Vijay has grown up and has joined the police force as an Inspector. Unlike his dad, he is corrupt and does accept bribes to turn a nelson's eye to crime. The City Police are assigned the task of apprehending a customed man called ""Shahenshah"", who operates at night and targets, tries and kills gangsters in a ""Judge and Executioner ""style. No one knows the real identity of Shahenshah, as he is feared by the police department, and respected by the poor and middle-class.",28,Action
The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.","10751,35,12,16,14","Family,Comedy,Adventure,Animation,Fantasy"
Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.","28,35,14","Action,Comedy,Fantasy"
Holy Night: Demon Hunters,"When a devil-worshipping criminal network plunges Seoul into chaos, the police turn to Holy Night—a trio of supernatural demon hunters—to restore order and defeat the rising evil.","28,14,27,53","Action,Fantasy,Horror,Thriller"
Turbulence,"Young married couple Zach and Emmy decide to take a hot air balloon trip across the Italian Dolomites to rekindle their relationship. When they and pilot Harry are joined by a third passenger, Julia, events unfold in ways they could never imagine five thousand meters in the air.","28,53,12,18,14","Action,Thriller,Adventure,Drama,Fantasy"
The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","18,28,80,53","Drama,Action,Crime,Thriller"
Sentimental Value,"Sisters Nora and Agnes reunite with their estranged father, the charismatic Gustav, a once-renowned director who offers stage actress Nora a role in what he hopes will be his comeback film. When Nora turns it down, she soon discovers he has given her part to an eager young Hollywood star.",18,Drama
Shelby Oaks,A woman's obsessive search for her missing sister leads her into a terrifying mystery at the hands of an unknown evil.,"27,9648","Horror,Mystery"
When a Hot Night Opens 2,"A population who has a crush on the university queen kain camp. She sees an opportunity to confess to Jinyoung, but she lacks courage. One day, in the hallway of the school, In-gu sees Jinyoung being confessed to by a tall, kinky man. In-gu, who has some confidence in her refusal of his confession, decides to confess and prepares a letter containing her feelings. However, on the day she was about to confess, her only best friend, Young-sik, loses the player, and she loses even the courage that she barely gained by seeing Young-sik's face. The frustrated population rushes to apply for military service. It was the day two days before enlistment and the last day of college. Coincidentally, she finds out that Jinyoung is going to take a language course the day she enlists. That night, she has a farewell party for Jinyoung with her friends, who wakes up late at night when everyone is drunk. Wearing a short skirt, she meets Jinyoung sleeping in front of her eyes...",18,Drama
Kill Bill: The Whole Bloody Affair,"A former assassin—known only as The Bride—wakes up from a coma after her former boss and lover, Bill, shoots her in the head and steals her unborn child during her wedding rehearsal. She soon embarks on a bloody quest for revenge, hunting down her ex-colleagues of the Deadly Viper Assassination Squad before confronting Bill himself. Quentin Tarantino’s complete Kill Bill, a combination of Volumes 1 and 2, previously deleted scenes, alternate takes, a full-color remaster of the Crazy 88 fight, a 7-minute anime sequence by Production I.G., and a built-in intermission.","28,80","Action,Crime"
The Night My Dad Saved Christmas 2,"When Santa vanishes during a chaotic Christmas, a quirky actor tries to replace him. A father, his teen son and special friends must rescue Santa to save Christmas.","35,10751","Comedy,Family"
The Long Walk,"In a dystopian, alternate-America ruled by a totalitarian regime, fifty teenage boys take part in a deadly annual walking contest, forced to maintain a minimum pace or be executed, until only one survivor remains.","53,878,27","Thriller,Science Fiction,Horror"
Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","28,878,12","Action,Science Fiction,Adventure"
The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","12,14,28","Adventure,Fantasy,Action"
A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.","28,80,53","Action,Crime,Thriller"
The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","18,80","Drama,Crime"
